prompt,command
"SSH with parameters specified in ""$@"" using key file ""~/.ssh/gitkey_rsa""","ssh -i ~/.ssh/gitkey_rsa ""$@"""
"find md5sum of a string ""password""",printf 'password' | md5
Show the disk usage of the current directory,du -sh
"Using find, locate all .conf files under /etc that have been modified in the last 24 hours, replace any occurrence of ""Listen 80"" with ""Listen 8080"", and create a git commit with message ""Update ports"" assuming /etc is a git repo.","git -C /etc add . && find /etc -type f -name ""*.conf"" -mtime -1 -print0 | xargs -0 sed -i 's/Listen 80/Listen 8080/g' && git -C /etc commit -am ""Update ports"""
"Print the first field of each line in /etc/passwd, separated by commas","cut -d: -f1 /etc/passwd | paste -sd, -"
show WiFi signal strength,iwconfig wlan0 | grep Signal
"Set permission of all files in ""img"", ""js"", and ""html"" to 644",chmod 644 img/* js/* html/*
check open files by a user,lsof -u YOUR_USERNAME
"Create a new user ""bob"" with a home directory and default shell ""/bin/bash"".",sudo useradd -m -s /bin/bash bob
"beginning at the end of the file, prints lines matching /2012/ and exits after first non-matching line",tac error.log | awk '{if(/2012/)print;else exit}'
Print the username of the currently logged-in user.,whoami
"For each line of colon-separated information in files 'empsal' and 'empname' whose first field matches in both files, output: first field of empname, second field of empname, fourth field of empname, and third field of empsal.","join -j 1 -t : -o 2.1,2.2,2.4,1.3 <(sort empsal) <(sort empname)"
Convert all Windows line endings to Unix in place.,find . -type f -exec dos2unix {} \;
Display size of current directory,"du -sh .
1.2G ."
randomly shuffle lines of a file,shuf file.txt
Print the list of groups a user named 'user' belongs to,groups user
"Using only Bash, generate a histogram of word lengths from the file poem.txt, showing length and count, sorted ascending.","tr -c '[:alnum:]' '\n' < poem.txt | awk '{print length}' | sort -n | uniq -c | awk '{print $2"" ""$1}'"
Start the SSH service,systemctl start sshd
"Write a Bash function that takes a GitHub repository URL, clones it shallowly (depth 1), extracts the list of Go modules from go.mod, and prints each module with its version.","list_go_modules(){ local repo=""$1""; local dir=$(mktemp -d); git clone --depth 1 ""$repo"" ""$dir"" >/dev/null 2>&1 && if [ -f ""$dir/go.mod"" ]; then grep '^require' -A100 ""$dir/go.mod"" | grep -E '^[\t ]+[^ ]+ [^ ]+' | awk '{print $1, $2}'; else echo ""No go.mod found""; fi; rm -rf ""$dir""; }"
"Create a 1 GB file filled with zeros named ""bigfile.bin""",dd if=/dev/zero of=bigfile.bin bs=1M count=1024
Display a tree view of the current directory up to depth 2.,tree -L 2
Changes group ownership of '/etc/btsync/[prefered conf name].conf' to 'btsync'.,chgrp btsync /etc/btsync/[prefered conf name].conf
"Recursively replace all occurrences of the word 'ERROR' with 'WARN' in .conf files under /etc, but only in files that contain the word 'critical'.",find /etc -type f -name '*.conf' -exec grep -l 'critical' {} + | xargs -d '\n' sed -i 's/ERROR/WARN/g'
"Convert the file ""image.png"" to a JPEG image named ""image.jpg"" using ImageMagick.",convert image.png image.jpg
Print the current terminal size (rows and columns),stty size
Extract the contents of a tar archive named 'example.tar.gz',tar -xzf example.tar.gz
Display the current date and time in ISO 8601 format,date --iso-8601=seconds
"Force create a symbolic link without dereferencing named ""alpha"" to ""alpha_2""",ln -nsf alpha_2 alpha
Change the owner of a file named 'example.txt' to a user named 'john',chown john example.txt
Search for a string 'example' in a file named 'example.txt',grep 'example' example.txt
"Replace tabs with four spaces in all "".c"" files under ""src/"" in place.","find src/ -name ""*.c"" -exec sed -i 's/\t/    /g' {} +"
Create a new empty file named 'file.txt',touch file.txt
"Print the icmp sequence number and ping time of each request to ""127.0.0.1""","ping -c 2 -n 127.0.0.1 | awk -F'[ =]' -v OFS='\t' 'NR>1 { print $6, $10 }'"
Delete an IP address from a network interface,ip addr del 192.168.1.100/24 dev eth0
"Print which files differ in ""dir1"" and ""dir2"" recursively",diff -qr dir1/ dir2/
Check the kernel logs,dmesg
"Create a Docker container from the image ""nginx:latest"" and map host port 8080 to container port 80",docker run -d -p 8080:80 nginx:latest
Generate a random password of 12 characters using OpenSSL,openssl rand -base64 12
Show the amount of free space on the root filesystem,df -h /
Create a new user account,useradd newuser
format text with fixed width fields,"printf ""%-20s %10d\n"" ""name"" 42"
Gzip all log files,gzip *.log
list docker volumes,docker volume ls
check open files by a user johndoe,lsof -u johndoe
export journal logs to JSON,journalctl -o json --no-pager
Schedule a cron job to run /usr/local/bin/backup.sh at 2 am every Sunday.,"(crontab -l 2>/dev/null; echo ""0 2 * * 0 /usr/local/bin/backup.sh"") | crontab -"
change the default shell,chsh -s YOUR_SHELL_PATH
"Find all "".conf"" files under ""/etc""","find /etc -type f -name ""*.conf"""
"Print the 5 most common words in the file ""book.txt"" (ignore case and punctuation).","tr -cs ""[:alnum:]"" '\n' < book.txt | tr '[:upper:]' '[:lower:]' | sort | uniq -c | sort -rn | head -n 5"
"Create a cron job that runs ""cleanup.sh"" at midnight on the first day of each month (output the crontab line).",0 0 1 * * /path/to/cleanup.sh
"Write a bash one-liner that extracts all IPv6 addresses from a log file, counts occurrences, and displays the top 5 most frequent addresses.","grep -oE '([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}' /var/log/syslog | sort | uniq -c | sort -nr | head -n5"
set up git hooks directory,git config core.hooksPath .githooks
Change directory to parent directory and do not resolve any symlinks in the resulting path,cd -L ..
"Overwrites file 'filename' with random content 35 times, finally writes it with zeros, truncates and deletes.",shred -uzn 35 filename
"Parse a log file to extract the average response time, and use awk to calculate the average value","grep 'response_time' log.txt | awk '{sum+=$3} END {print ""Average response time: "" sum/NR}'"
"Write a function to parse a JSON file, extract a specific field, and print its value using jq",parse_json() { jq -r '.field' $1; }; parse_json data.json
enable promiscuous mode on an interface,sudo ip link set YOUR_INTERFACE promisc on
Count the number of files in the current directory (excluding hidden files).,ls -1 | wc -l
"Get current directory name without full path, ie. the part after the last /",pwd | awk -F / '{print $NF}'
Reattach a session and if necessary detach or  even  create first,screen -d -R -S test
Create a compressed tarball named backup.tar.gz containing the directory /etc/nginx.,tar -czvf backup.tar.gz /etc/nginx
create a new Rust project,cargo new project_name
"Upload the local file ""report.pdf"" to the remote server ""user@host:/tmp"" using scp with compression enabled.",scp -C report.pdf user@host:/tmp
"Show the last 20 lines of ""log.txt"" and follow new entries",tail -n 20 -f log.txt
Update the package list and upgrade all packages,apt update && apt upgrade -y
Create a new compressed archive of the current directory using bzip2,tar -cjvf archive.tar.bz2 .
"Create a pipeline that reads a large JSON lines file data.jsonl, filters records where ""status"" is ""active"", extracts the field ""user.id"", sorts the IDs numerically, removes duplicates, and writes them to active_user_ids.txt.","jq -c 'select(.status==""active"") | .user.id' data.jsonl | sort -n | uniq > active_user_ids.txt"
"Print common lines in files ""set1"" and ""set2""",comm -12 <(sort set1) <(sort set2)
"Create a Bash one-liner that finds all duplicate files (by content) under /home, lists each set of duplicates on a separate line, and writes the result to duplicates.txt.","find /home -type f -exec md5sum {} + | sort | awk 'BEGIN{prev=""""; dup=""""} {if($1==prev){dup=dup"" ""$2} else {if(dup!="""") print dup; dup=$2} prev=$1} END{if(dup!="""") print dup}' > duplicates.txt"
"Run the Java archive ""program.jar"" in the background and immune to SIGHUP (hangup signals) sent to it.",nohup java -jar program.jar &
"Create a symbolic link named ""~/bin/subl"" to ""/Applications/Sublime Text 2.app/Contents/SharedSupport/bin/subl""","ln -s ""/Applications/Sublime Text 2.app/Contents/SharedSupport/bin/subl"" ~/bin/subl"
"Monitor CPU and memory usage of all processes owned by a given user every 10 seconds for 5 minutes, write the output to a timestamped CSV file, and generate a summary (average, max) at the end.","user=$1
end=$((SECONDS+300))
outfile=""/tmp/${user}_usage_$(date +%Y%m%d_%H%M%S).csv""
echo ""timestamp,cpu_percent,mem_percent"" > ""$outfile""
while [ $SECONDS -lt $end ]; do
  ts=$(date +%s)
  ps -u ""$user"" -o %cpu,%mem --no-headers | awk -v ts=$ts '{cpu+=$1; mem+=$2; count++} END {if(count) printf ""%s,%.2f,%.2f\n"", ts, cpu/count, mem/count}' >> ""$outfile""
  sleep 10
done
awk -F, 'NR>1 {cpu+=$2; mem+=$3; if($2>cpu_max) cpu_max=$2; if($3>mem_max) mem_max=$3; n++} END {print ""Average CPU:"",cpu/n; print ""Max CPU:"",cpu_max; print ""Average MEM:"",mem/n; print ""Max MEM:"",mem_max}' ""$outfile"""
"Display a histogram of word lengths in ""essay.txt"" using awk.","awk '{ for(i=1;i<=NF;i++) { len=length($i); freq[len]++ } } END { for(l in freq) print l, freq[l] }' essay.txt"
Change the ownership of a file named 'example.txt' to a user named 'example',chown example example.txt
Removes empty folder 'edi' and 'edw'.,rmdir edi edw
"Write a Bash one‑liner that prints the total size of each top‑level directory in /var, in human‑readable form, sorted by size descending.",du -sh /var/* | sort -hr
Print the number of lines in a file named 'example.txt',wc -l example.txt
Stop a service named 'example',service example stop
Print the second column of file data.tsv separated by tabs,cut -f2 data.tsv
Show the current shell's command history limited to the last 20 entries.,history | tail -n 20
view a GitHub pull request,gh pr view YOUR_PR_NUMBER
check if a remote port is open,nc -zv hostname 80
Assign the alias rm2g to a find command that removes any .tar file larger than 2 gigabytes.,"alias rm2g=""find / -type f -name *.tar -size +2G -exec rm -i {} \;"""
"List the top 10 largest files (by size) in /var/log that have not been accessed in the last 30 days, showing size in human‑readable form and path.","find /var/log -type f -atime +30 -printf ""%s %p\n"" | sort -nr | head -10 | numfmt --field=1 --to=iec-i --suffix=B --padding=7"
"Display differences between directories dir1 and dir2, treating absent files as empty.",diff -Naur dir1/ dir2/
Extract a tar archive while preserving permissions,tar --same-permissions -xvf archive.tar
"Using rsync, synchronize /srv/data to a remote host backup.example.com:/backups/data preserving permissions, compressing data during transfer, and deleting extraneous files on the remote side",rsync -az --delete /srv/data/ backup.example.com:/backups/data/
create a countdown timer,"for i in $(seq 10 -1 1); do echo ""$i""; sleep 1; done; echo ""Done!"""
Display the first field (username) from each line of /etc/passwd.,cut -d: -f1 /etc/passwd
Search for a package named 'git',apt search git
Download a file from example.com/file.zip using wget and show progress,wget --progress=bar:force https://example.com/file.zip
convert JSON to CSV with jq,"cat data.json | jq -r '.[] | [.name, .age] | @csv'"
pick a random line from a file,shuf -n 1 file.txt
"Display the disk usage of each subdirectory in /home, sorted by size descending.",du -h --max-depth=1 /home | sort -hr
"Extract the bzip2 archive ""logs.tar.bz2"" into the current directory",tar -xjf logs.tar.bz2
Display the SHA256 checksum of file.iso,sha256sum file.iso
Copy a file named 'file.txt' to a directory named 'destination',cp file.txt destination
"get md5sum of an iso file without displaying the filename, save value to 'md5' variable",md5=`md5sum ${my_iso_file} | awk '{ print $1 }'`
fix broken package dependencies,sudo apt --fix-broken install
build docker image with no cache,docker build --no-cache -t myimage .
colorize output text in green,"echo -e ""\033[32mGreen text\033[0m"""
"Find all processes using more than 100 MB of resident memory and list their PID, command, and memory usage.","ps aux --sort=-%mem | awk 'NR>1 && $6>102400 {print $2, $11, $6}'"
Show a progress bar while copying a large file source.iso to /mnt/backup using pv.,pv source.iso > /mnt/backup/source.iso
create a RAID array /dev/md0 with /dev/sdb and /dev/sdc,sudo mdadm --create /dev/md0 --level=1 --raid-devices=2 /dev/sdb /dev/sdc
Show the current time in UTC.,date -u
Start a Docker container named 'db' from the image 'postgres:13' mapping port 5432,"docker run -d --name db -p 5432:5432 postgres:13
b7c8d9e0f1a2"
"Read a line from standard input into variable ""response"" ignoring backslash escapes and using the prompt ""${1:-Are you sure? [y/N]} ""","read -r -p ""${1:-Are you sure? [y/N]} "" response"
