prompt,command
"Set file permissions of ""script.sh"" to rwxr-xr-- (754)",chmod 754 script.sh
"Find and replace ""DEBUG"" with ""INFO"" in all .conf files recursively from the current directory","grep -rl ""DEBUG"" . --include=""*.conf"" | xargs sed -i 's/DEBUG/INFO/g'"
Show the system uptime in a human‑readable format,uptime -p
Check the status of the ssh service using systemd,systemctl status ssh
Show the list of mounted filesystems with their mount points,mount | column -t
"Create a Docker container from the image ""nginx:latest"" and map host port 8080 to container port 80",docker run -d -p 8080:80 nginx:latest
"Run a Python script ""app.py"" after activating the virtual environment in "".venv""",source .venv/bin/activate && python app.py
List all Docker images on the host,docker images
Show the last reboot time of the system,who -b
Display the groups the current user belongs to,groups
Show the present working directory,pwd\n/home/user/projects
Display the current user name,whoami\nuser
Show the first 10 lines of a file called data.log,head -n 10 data.log\n[First 10 lines of data.log]
Show the last 5 lines of a file named error.log,tail -n 5 error.log\n[Last 5 lines of error.log]
Count the number of lines in file.txt,wc -l < file.txt\n42
Search for the word 'TODO' recursively in the src directory,"grep -R ""TODO"" src/\nsrc/main.c:12:// TODO: implement feature\nsrc/util.c:45:// TODO: refactor"
Find all .sh files in the current directory and its subdirectories,"find . -type f -name ""*.sh""\n./install.sh\n./scripts/deploy.sh"
Display the disk usage of the /var directory in human readable form,du -sh /var\n4.2G\t/var
Create a compressed tar archive named backup.tar.gz containing the folder /etc,tar -czf backup.tar.gz /etc\n
List all running processes containing the word 'python',ps aux | grep python | grep -v grep\nuser   1234  0.3  1.2  987654  12345 ?  Ssl  10:00   0:02 python script.py
Display the contents of /etc/passwd with line numbers,nl /etc/passwd | head -n 5\n     1 root:x:0:0:root:/root:/bin/bash\n     2 daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin\n     3 bin:x:2:2:bin:/bin:/usr/sbin/nologin\n     4 sys:x:3:3:sys:/dev:/usr/sbin/nologin\n     5 sync:x:4:65534:sync:/bin:/bin/sync
Replace all occurrences of 'foo' with 'bar' in file.txt and save the result to a new file out.txt,sed 's/foo/bar/g' file.txt > out.txt\n
Sort the lines of unsorted.txt alphabetically and remove duplicate lines,sort -u unsorted.txt > sorted_unique.txt\n
Download the file from https://example.com/file.zip to /tmp,curl -L -o /tmp/file.zip https://example.com/file.zip\n
Show the differences between file1.txt and file2.txt,diff file1.txt file2.txt\n3c3\n< old line\n---\n> new line
Create a new directory named projects and change into it,mkdir -p projects && cd projects\n
Append the text 'Hello World' to the end of greetings.txt,"echo ""Hello World"" >> greetings.txt\n"
Count how many .py files are in the src directory,"find src -type f -name ""*.py"" | wc -l\n27"
Show the size of each file in the current directory in human readable format,ls -lh\n-rw-r--r-- 1 user user 1.2K Mar 24 10:00 file1.txt\n-rwxr-xr-x 1 user user 4.0K Mar 24 09:58 script.sh
Display the environment variables that contain the word 'PATH',env | grep PATH\nPATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin\nLD_LIBRARY_PATH=/usr/local/lib
Run the command 'make' and capture both stdout and stderr to build.log,make > build.log 2>&1\n
Show the calendar for March 2026,cal 03 2026\n    March 2026\nSu Mo Tu We Th Fr Sa\n 1  2  3  4  5  6  7\n 8  9 10 11 12 13 14\n15 16 17 18 19 20 21\n22 23 24 25 26 27 28\n29 30 31
Print the first field of each line in /etc/passwd (the usernames),cut -d: -f1 /etc/passwd | head -n 5\nroot\ndaemon\nbin\nsys\nsync
Show the current system uptime in a pretty format,"uptime -p\nup 3 hours, 12 minutes"
Display the top 10 lines of the output of 'dmesg',dmesg | head -n 10\n[    0.000000] Linux version 5.15.0-78-generic ...
Create a symbolic link named latest.log pointing to logs/2026-03-24.log,ln -s logs/2026-03-24.log latest.log\n
Show the current memory usage in megabytes,"free -m | awk 'NR==2{printf ""Used: %s MB\nFree: %s MB"", $3,$4}'\nUsed: 2048 MB\nFree: 1024 MB"
Compress the directory logs into logs.tar.bz2 using bzip2 compression,tar -cjf logs.tar.bz2 logs/\n
Display the last 3 commit messages in the current git repository,"git log -3 --pretty=format:""%h %s""\n9f8e7d2 Fixed typo in README\n3a2b1c4 Added new feature X\n7d6c5b3 Initial commit"
"Show the size of the /home directory, summarised by subdirectory",du -sh /home/*\n/home/alice   12G\n/home/bob     8G
List all open network ports with the associated processes,"ss -tulpn\nLISTEN   0         128                *:22                *:*        users:(""sshd"",pid=1234,fd=3)"
Convert the string '2026-03-24' to Unix timestamp,"date -d ""2026-03-24"" +%s\n1748304000"
"Print the current shell's PATH variable as a colon‑separated list, one entry per line","printf ""%s\n"" ""$PATH"" | tr ':' '\n'\n/usr/local/sbin\n/usr/local/bin\n/usr/sbin\n/usr/bin"
Create a 5‑second pause in a script,sleep 5\n
Show the number of CPU cores available,nproc\n8
List the 10 largest files in the current directory and subdirectories,find . -type f -exec du -h {} + | sort -rh | head -n 10\n4.5G ./videos/movie.mkv\n3.2G ./backup/db.dump
Replace the first occurrence of 'apple' with 'orange' on each line of fruits.txt,sed 's/apple/orange/' fruits.txt > fruits_modified.txt\n
Show the current shell options that are set,shopt\ncheckwinsize     on\ncmdhist          on\nexpand_aliases   on
"Print the last 20 lines of syslog, but only lines that contain 'error'",grep -i error /var/log/syslog | tail -n 20\nMar 24 10:15:32 host kernel: [error] device not found
Generate a random password of 16 characters using OpenSSL,openssl rand -base64 12 | tr -d '=+/\n' | cut -c1-16\nA9f3kLmP2qR8sXzY
"Show the current date in the format 'Day, DD Mon YYYY'","date ""+%A, %d %b %Y""\nTuesday, 24 Mar 2026"
Create a new empty file named notes.txt if it does not exist,touch notes.txt\n
Print the process tree for the current user,pstree -u $USER\nuser───bash(1234)───vim(5678)
Show the total number of files in the current directory and all subdirectories,find . -type f | wc -l\n342
Display the last modification time of file report.pdf,stat -c %y report.pdf\n2026-03-22 14:05:12.000000000 +0000
Run a command in the background and redirect its output to bg.log,long_running_task > bg.log 2>&1 &\n[1] 9876
List all installed packages that contain the word 'python' (Debian/Ubuntu),dpkg -l | grep python\nii  python3       3.10.6-1ubuntu0.1  amd64  interactive high-level object-oriented language (default python3 version)
Show the current shell's exit status of the previous command,echo $?\n0
Display the first 5 columns of the output of 'ls -l',"ls -l | awk '{print $1,$2,$3,$4,$5}' | head -n 5\ndrwxr-xr-x 2 user user 4096 Mar 24 09:58 .\ndrwxr-xr-x 5 user user 4096 Mar 20 11:12 ..\n-rw-r--r-- 1 user user  123 Mar 23 14:22 file1.txt"
"Create a Bash array named fruits containing apple, banana, and cherry",fruits=(apple banana cherry)\n
"Print the number of lines, words, and characters in file.txt",wc file.txt\n  120   850  5230 file.txt
Compress standard input using gzip and write to output.gz,cat largefile | gzip > output.gz\n
List the most recent 5 entries in the system journal,journalctl -n 5 --no-pager\nMar 24 12:00:01 host systemd[1]: Started Session 42 of user user.\nMar 24 12:00:02 host sshd[1024]: Accepted publickey for user from 192.168.1.5 port 54321 ssh2: RSA SHA256:...
Display the current directory tree up to depth 2,tree -L 2\n.\n├── src\n│   ├── main.c\n│   └── utils.c\n└── README.md
Show the difference between two branches 'dev' and 'main' in a git repo,"git diff main..dev\ndiff --git a/file.txt b/file.txt\nindex e69de29..4b825dc 100644\n--- a/file.txt\n+++ b/file.txt\n@@ -0,0 +1,2 @@\n+new line 1\n+new line 2"
Calculate the MD5 checksum of file.iso,md5sum file.iso\n5d41402abc4b2a76b9719d911017c592  file.iso
Search for lines that start with a digit in data.txt,grep '^[0-9]' data.txt\n1 This is the first line\n2 Another line starting with a number
Replace tabs with four spaces in file.txt and overwrite the file,expand -t 4 file.txt > file.tmp && mv file.tmp file.txt\n
Show the current kernel version,uname -r\n6.2.0-31-generic
"Show all files and directories in the current folder, including hidden ones, in a long listing format.",ls -la
Display the first 10 lines of the file /var/log/syslog.,head -n 10 /var/log/syslog
"Count how many times the word ""error"" appears in the log file /var/log/syslog (case‑insensitive).","grep -i ""error"" /var/log/syslog | wc -l"
Find all Python files (*.py) in the current directory and its subdirectories and list their full paths.,"find . -type f -name ""*.py"""
"Search recursively for the string ""TODO"" in all .c and .h files, showing line numbers.","grep -R -n ""TODO"" --include=""*.{c,h}"" ."
Create a compressed tar archive named backup.tar.gz containing the directory /etc and exclude the file /etc/hosts.,"tar --exclude=""/etc/hosts"" -czvf backup.tar.gz /etc"
Download the file https://example.com/data.csv and save it as data.csv in the current directory.,curl -L -o data.csv https://example.com/data.csv
Show the current disk usage of all mounted filesystems in a human‑readable format.,df -h
"List the top 5 processes consuming the most memory, showing PID, user, %MEM and command.",ps aux --sort=-%mem | head -n 6
"Replace every occurrence of ""foo"" with ""bar"" in the file config.txt, editing the file in place.",sed -i 's/foo/bar/g' config.txt
"Print the 3rd column of the file /etc/passwd, using ':' as the delimiter.",cut -d':' -f3 /etc/passwd
Merge the sorted files a.txt and b.txt into a single sorted file merged.txt without duplicates.,sort -u a.txt b.txt > merged.txt
Show the last 20 lines of the system log and keep following new entries as they appear.,tail -n 20 -f /var/log/syslog
Create a new user named alice with a home directory and default shell /bin/bash.,sudo useradd -m -s /bin/bash alice
Change the permissions of the directory /var/www to 750 recursively.,chmod -R 750 /var/www
Find all files larger than 100 MB in /home and delete them after confirming each deletion.,find /home -type f -size +100M -ok rm {} \;
Show the current environment variables in alphabetical order.,printenv | sort
Display the current date and time in ISO 8601 format.,date --iso-8601=seconds
List all open network ports and the processes that own them.,sudo ss -tulnp
Copy the directory /var/www to /backup/www preserving permissions and timestamps.,rsync -a /var/www/ /backup/www/
Extract only the file config.yaml from the archive archive.tar.gz into the current directory.,tar -xzvf archive.tar.gz config.yaml
Show the number of CPU cores available on this machine.,nproc
Generate a random 16‑character alphanumeric password and store it in the variable PASS.,PASS=$(tr -dc 'A-Za-z0-9' </dev/urandom | head -c16)
Create a symbolic link named latest.log that points to /var/log/app.log.,ln -s /var/log/app.log latest.log
"Display the first and last 5 lines of the file large.txt side by side, separated by a tab.",paste <(head -n5 large.txt) <(tail -n5 large.txt)
List all files in the current directory that were modified in the last 24 hours.,find . -type f -mtime -1
